text,label
다시는 구매하지 않을 거예요,0
포장이 엉망이었어요,0
사진이랑 달라요,0
설명이 부족해서 헷갈렸어요,0
배송이 너무 늦었어요,0
고장난 제품이 왔어요,0
응대가 불친절했어요,0
하자 있는 제품이었어요,0
비싸기만 하고 별로예요,0
화면이 자꾸 멈춰요,0
앱이 너무 자주 꺼져요,0
계속 오류가 나요,0
답답한 인터페이스예요,0
원하는 기능이 없어요,0
기대한 것보다 너무 별로였어요,0
다시는 사용 안 할 것 같아요,0
후회됩니다,0
광고랑 너무 달라요,0
진심 최악이에요,0
별 한 개도 아깝네요,0
리뷰 믿고 샀다가 망했어요,0
문제가 많네요,0
환불하고 싶어요,0
불량품이에요,0
중고 같았어요,0
직원이 무례했어요,0
짜증났어요,0
열 받았어요,0
실망 그 자체예요,0
이게 왜 인기 있는지 모르겠어요,0
그냥 쓰레기예요,0
말도 안 돼요,0
기능이 하나도 안 돼요,0
작동을 안 해요,0
다 부서져서 왔어요,0
엉망이에요,0
완전 실망스러워요,0
비추천합니다,0
돈 아까워요,0
별점 테러하고 싶어요,0
반품했어요,0
답장도 없어요,0
전화 안 받아요,0
기대 이하였어요,0
정말 별로네요,0
처음이자 마지막이에요,0
절대 사지 마세요,0
이딴 걸 왜 팔죠,0
상담이 너무 형식적이었어요,0
헐 미친 이거 찐이다 ㄹㅇ 인정,1
이딴 게 왜 유행이지 이해불가,0
갓성비 오진다~ 진짜 추천,1
사기당한 느낌… 환불해주세요,0
사이즈가 좀 크지마ㅏㄴ 전반적으로 만족,1
광고보고 샀는데 완전다름; 실망이에오,0
배송빠르고 제품좋아용ㅎㅎ,1
완전쓰레기... 환불불가래요,0
이 앱은 시간을 버리고 싶은 사람에게 강력 추천합니다!,0
